negatives
"('O75147', 'Q8NE71')"
"('P0DP24', 'Q16566')"
"('Q13283', 'Q13310')"
"('O75558', 'Q86YD7')"
"('P60409', 'Q6UXX9')"
"('P62258', 'Q9H0R8')"
"('Q9UBQ7', 'P30041')"
"('Q9BVJ6', 'P35659')"
"('Q12899', 'Q96SD1')"
"('Q13515', 'O76014')"
"('Q92828', 'Q9UHB6')"
"('Q2M2I5', 'Q5XKE5')"
"('Q9UDY2', 'Q93052')"
"('Q13557', 'Q68CJ9')"
"('Q15022', 'P55081')"
"('P61221', 'Q14980')"
"('P53674', 'Q9NYB0')"
"('Q8IYB3', 'P61326')"
"('P09769', 'Q05397')"
"('Q16821', 'Q96QC0')"
"('O14508', 'Q8IZL8')"
"('P34932', 'P43351')"
"('Q92793', 'Q02556')"
"('Q7Z3Y8', 'Q9UJT2')"
"('P31947', 'P63173')"
"('P04183', 'Q13596')"
"('P08151', 'P10070')"
"('P56199', 'O43707')"
"('Q6V1X1', 'O14625')"
"('Q9UBX2', 'P36578')"
"('O15121', 'Q7KZ85')"
"('P11940', 'O43390')"
"('P16619', 'P32302')"
"('Q96JN2', 'Q8TAU3')"
"('Q5JVF3', 'Q5T3F8')"
"('P30307', 'O75044')"
"('P13639', 'O14979')"
"('Q86V81', 'O00148')"
"('P61026', 'Q14999')"
"('P15531', 'P63167')"
"('Q9Y6D6', 'P10644')"
"('Q969U7', 'P28066')"
"('Q02535', 'P32242')"
"('O95863', 'O43542')"
"('P49736', 'Q9Y5X1')"
"('Q13043', 'P04083')"
"('Q9Y3B9', 'Q15050')"
"('P67775', 'Q12834')"
"('Q8N8L2', 'P60328')"
"('Q14209', 'Q14680')"
"('Q9Y676', 'Q7Z7H8')"
"('Q9UKW4', 'P08729')"
"('P35613', 'Q92616')"
"('Q8TAU3', 'P17081')"
"('Q5T5S1', 'Q15276')"
"('Q969P0', 'P35544')"
"('Q99496', 'P26368')"
"('P24928', 'P29083')"
"('P55197', 'P18146')"
"('Q9H1K0', 'Q9NRW7')"
